congress,year,n_targets,n_resolved_papers,n_evidence_rows,n_candidate_works_with_countries,n_index_titles,n_fuzzy_candidates_checked,venue_query,source_id,source_status,source_display_name,query_mode,n_pages,n_raw_results,seconds_fetch,seconds_match,seconds_total,cache_hit
DSN,2017,1,0,0,1,1,1,Dependable Systems and Networks,S4306418177,resolved,Dependable Systems and Networks,source_id,1,1,0.479,0.0,0.479,False
DSN,2018,2,0,0,0,0,0,Dependable Systems and Networks,S4306418177,resolved,Dependable Systems and Networks,source_id,0,0,0.465,0.0,0.465,False
DSN,2020,3,0,0,0,0,0,Dependable Systems and Networks,S4306418177,resolved,Dependable Systems and Networks,source_id,0,0,0.479,0.0,0.479,False
DSN,2021,4,0,0,0,0,0,Dependable Systems and Networks,S4306418177,resolved,Dependable Systems and Networks,source_id,0,0,0.499,0.0,0.5,False
DSN,2022,2,0,0,0,0,0,Dependable Systems and Networks,S4306418177,resolved,Dependable Systems and Networks,source_id,0,0,0.487,0.0,0.487,False
DSN,2024,7,0,0,0,0,0,Dependable Systems and Networks,S4306418177,resolved,Dependable Systems and Networks,source_id,0,0,0.484,0.0,0.484,False
DSN,2025,3,0,0,0,0,0,Dependable Systems and Networks,S4306418177,resolved,Dependable Systems and Networks,source_id,0,0,0.477,0.0,0.477,False
EACL,2003,110,0,0,2,2,218,European Chapter of the Association for Computational Linguistics,S4306418011,resolved,Conference of the European Chapter of the Association for Computational Linguistics,source_id,1,38,0.656,0.005,1.454,False
EACL,2006,92,13,15,13,13,478,European Chapter of the Association for Computational Linguistics,S4306418011,resolved,Conference of the European Chapter of the Association for Computational Linguistics,source_id,1,25,0.664,0.004,0.668,False
EACL,2009,100,0,0,0,0,0,European Chapter of the Association for Computational Linguistics,S4306418011,resolved,Conference of the European Chapter of the Association for Computational Linguistics,source_id,0,0,0.473,0.004,0.477,False
EACL,2012,115,19,26,28,28,794,European Chapter of the Association for Computational Linguistics,S4306418011,resolved,Conference of the European Chapter of the Association for Computational Linguistics,source_id,1,28,0.677,0.005,0.682,False
EACL,2014,38,0,0,1,1,38,European Chapter of the Association for Computational Linguistics,S4306418011,resolved,Conference of the European Chapter of the Association for Computational Linguistics,source_id,1,1,0.563,0.001,0.564,False
EACL,2021,18,0,0,2,2,30,European Chapter of the Association for Computational Linguistics,S4306418011,resolved,Conference of the European Chapter of the Association for Computational Linguistics,source_id,1,4,0.485,0.001,0.486,False
EACL,2023,23,0,0,0,0,0,European Chapter of the Association for Computational Linguistics,S4306418011,resolved,Conference of the European Chapter of the Association for Computational Linguistics,source_id,0,0,0.493,0.001,0.494,False
EASE,2006,2,0,0,0,0,0,Evaluation and Assessment in Software Engineering,S4306418396,resolved,Evaluation and Assessment in Software Engineering,source_id,0,0,0.456,0.0,1.199,False
EASE,2007,11,0,0,0,0,0,Evaluation and Assessment in Software Engineering,S4306418396,resolved,Evaluation and Assessment in Software Engineering,source_id,0,0,0.531,0.0,0.532,False
EASE,2008,18,0,0,0,0,0,Evaluation and Assessment in Software Engineering,S4306418396,resolved,Evaluation and Assessment in Software Engineering,source_id,0,0,0.488,0.001,0.488,False
EASE,2009,16,0,0,1,1,16,Evaluation and Assessment in Software Engineering,S4306418396,resolved,Evaluation and Assessment in Software Engineering,source_id,1,1,0.499,0.001,0.5,False
EASE,2010,17,0,0,0,0,0,Evaluation and Assessment in Software Engineering,S4306418396,resolved,Evaluation and Assessment in Software Engineering,source_id,0,0,0.458,0.001,0.459,False
EASE,2012,3,0,0,0,0,0,Evaluation and Assessment in Software Engineering,S4306418396,resolved,Evaluation and Assessment in Software Engineering,source_id,0,0,0.504,0.0,0.504,False
EASE,2016,1,0,0,0,0,0,Evaluation and Assessment in Software Engineering,S4306418396,resolved,Evaluation and Assessment in Software Engineering,source_id,0,0,0.489,0.0,0.489,False
EASE,2017,3,0,0,1,1,3,Evaluation and Assessment in Software Engineering,S4306418396,resolved,Evaluation and Assessment in Software Engineering,source_id,1,1,0.463,0.0,0.463,False
EASE,2019,1,0,0,0,0,0,Evaluation and Assessment in Software Engineering,S4306418396,resolved,Evaluation and Assessment in Software Engineering,source_id,0,0,0.458,0.0,0.458,False
EASE,2021,1,0,0,50,50,12,Evaluation and Assessment in Software Engineering,S4306418396,resolved,Evaluation and Assessment in Software Engineering,source_id,1,51,0.72,0.002,0.722,False
EASE,2022,4,0,0,0,0,0,Evaluation and Assessment in Software Engineering,S4306418396,resolved,Evaluation and Assessment in Software Engineering,source_id,0,0,0.464,0.0,0.464,False
EASE,2023,6,0,0,0,0,0,Evaluation and Assessment in Software Engineering,S4306418396,resolved,Evaluation and Assessment in Software Engineering,source_id,0,0,0.513,0.0,0.513,False
EASE,2024,3,0,0,0,0,0,Evaluation and Assessment in Software Engineering,S4306418396,resolved,Evaluation and Assessment in Software Engineering,source_id,0,0,0.501,0.0,0.501,False
EASE,2025,7,0,0,0,0,0,Evaluation and Assessment in Software Engineering,S4306418396,resolved,Evaluation and Assessment in Software Engineering,source_id,0,0,0.483,0.0,0.483,False
EC,2001,3,0,0,0,0,0,Economics and Computation,S4306418232,resolved,Economics and Computation,source_id,0,0,0.495,0.0,1.152,False
EC,2003,2,0,0,0,0,0,Economics and Computation,S4306418232,resolved,Economics and Computation,source_id,0,0,0.492,0.0,0.492,False
EC,2004,1,0,0,0,0,0,Economics and Computation,S4306418232,resolved,Economics and Computation,source_id,0,0,0.454,0.0,0.454,False
EC,2005,1,0,0,0,0,0,Economics and Computation,S4306418232,resolved,Economics and Computation,source_id,0,0,0.507,0.0,0.507,False
